id,title,category,price_inr,price_usd,original_price_usd,sizes,materials,description
"stoffa_7534776615071","Classic High K Wedge Chocolate","Shoes",4300,86,65,"36 (US 5.5);37 (US 6.5);38 (US 7.5);39 (US 8.5);40 (US 9.5);41 (US 10.5)","Handcrafted vegan leather upper, metallic cord braiding, signature dual-density memory foam footbed, anti-slip durable rubber sole.","Our signature hand crafted 3.5 inch high kolhapuri inspired wedge. In a range of subtle and elegant matte shades, it is a perfect match for any attire. Comfortable and light weight, this pair comes with a rubber non skid sole. This style is also available in 2 1/4 inches, and as flats. Size Chart"
"stoffa_7534780973215","Classic High K Wedge Dark Grey","Shoes",4300,86,65,"36 (US 5.5);37 (US 6.5);38 (US 7.5);39 (US 8.5);40 (US 9.5);41 (US 10.5)","Handcrafted vegan leather upper, metallic cord braiding, signature dual-density memory foam footbed, anti-slip durable rubber sole.","Our signature hand crafted 3.5 inch high Kolhapuri inspired wedge. In a range of subtle and elegant matte shades, it is a perfect match for any attire. Comfortable and light weight, this pair comes with a rubber non skid sole. This style is also available in 2 1/4 inches, and as flats."
"stoffa_9038468546719","Classic High K Wedge Tan","Shoes",4300,86,65,"36 (US 5.5);37 (US 6.5);38 (US 7.5);39 (US 8.5);40 (US 9.5);41 (US 10.5)","Handcrafted vegan leather upper, metallic cord braiding, signature dual-density memory foam footbed, anti-slip durable rubber sole.","Our signature hand crafted 3 and a half inch kolhapuri inspired high wedge. In a range of subtle and elegant matte shades, it is a perfect match for any attire. Comfortable and light weight, this pair comes with a rubber non skid sole."
"stoffa_9038468481183","Classic High K Wedge Copper","Shoes",4300,86,65,"36 (US 5.5);37 (US 6.5);38 (US 7.5);39 (US 8.5);40 (US 9.5);41 (US 10.5)","Handcrafted vegan leather upper, metallic cord braiding, signature dual-density memory foam footbed, anti-slip durable rubber sole.","Our signature hand crafted 3 and half inch kolhapuri inspired high wedge. Metallic shades intermingle to create a classic and versatile pair suitable for any occasion. Comfortable and light weight, this pair comes with a rubber non skid sole."
"stoffa_7534782808223","Classic High K Rose Antique","Shoes",4300,86,65,"36 (US 5.5);37 (US 6.5);38 (US 7.5);39 (US 8.5);40 (US 9.5);41 (US 10.5)","Handcrafted vegan leather upper, metallic cord braiding, signature dual-density memory foam footbed, anti-slip durable rubber sole.","Our signature hand crafted 3.5 inch high kolhapuri inspired wedge. In a range of subtle and elegant matte shades, it is a perfect match for any attire. Comfortable and light weight, this pair comes with a rubber non skid sole. This style is also available in 2 1/4 inches, and as flats.   Size Chart"
"stoffa_7534782644383","Classic High K Wedge Maroon","Shoes",4300,86,65,"36 (US 5.5);37 (US 6.5);38 (US 7.5);39 (US 8.5);40 (US 9.5);41 (US 10.5)","Handcrafted vegan leather upper, metallic cord braiding, signature dual-density memory foam footbed, anti-slip durable rubber sole.","Our signature hand crafted 3.5 inch high kolhapuri inspired wedge. In a range of subtle and elegant matte shades, it is a perfect match for any attire. Comfortable and light weight, this pair comes with a rubber non skid sole. This style is also available in 2 1/4 inches, and as flats."
"stoffa_10911727059103","Tribal K Flats","Flats & Loafers",1950,39,84,"36 (US 5.5);37 (US 6.5);38 (US 7.5);39 (US 8.5);40 (US 9.5);41 (US 10.5)","Handcrafted vegan leather upper, metallic cord braiding, signature dual-density memory foam footbed, anti-slip durable rubber sole.","Like a splash of sunshine on your feet, these flats are pure spring fun! Choose between sunny Yellow, striking Orange or rich Maroon and dress up your simple attire."
"stoffa_10903029678239","Border Clutch Bag Gold","Bags",3900,78,59,"36 (US 5.5);37 (US 6.5);38 (US 7.5);39 (US 8.5);40 (US 9.5);41 (US 10.5)","Handcrafted vegan leather upper, metallic cord braiding, signature dual-density memory foam footbed, anti-slip durable rubber sole.","The perfect gold bag! Wear with Indians, Westerns or Indo western. See how beautifully the embroidered borders pair with a versatile faux cane. Sturdy and gorgeous with a chain for ease."
"stoffa_10903029645471","Border Flat Bag Gold","Bags",4200,84,64,"36 (US 5.5);37 (US 6.5);38 (US 7.5);39 (US 8.5);40 (US 9.5);41 (US 10.5)","Handcrafted vegan leather upper, metallic cord braiding, signature dual-density memory foam footbed, anti-slip durable rubber sole.","Carry this gorgeous embroidered border bag as a clutch or a cross body. Roomy enough to accommodate all that you need for a night out or a day out."
"stoffa_10903025615007","White Braid Wedge","Shoes",2100,42,31,"36 (US 5.5);37 (US 6.5);38 (US 7.5);39 (US 8.5);40 (US 9.5);41 (US 10.5)","Handcrafted vegan leather upper, metallic cord braiding, signature dual-density memory foam footbed, anti-slip durable rubber sole.","With it’s elegantly woven Silver and White cord heel, this 3.5 inch slip on wedge is perfect to wear with any classic ensemble. Softly padded base ensures comfort all day long."
"stoffa_10627954999455","Embellished Potli Bag Antique","Bags",5400,108,81,"36 (US 5.5);37 (US 6.5);38 (US 7.5);39 (US 8.5);40 (US 9.5);41 (US 10.5)","Handcrafted vegan leather upper, metallic cord braiding, signature dual-density memory foam footbed, anti-slip durable rubber sole.","Perfect for a night out, carry this beautifully embellished potli bag as a clutch or a cross body. Fits all that you would need it to."
"stoffa_10627927376031","Embellished Potli Bag Rose Gold","Bags",5400,108,81,"36 (US 5.5);37 (US 6.5);38 (US 7.5);39 (US 8.5);40 (US 9.5);41 (US 10.5)","Handcrafted vegan leather upper, metallic cord braiding, signature dual-density memory foam footbed, anti-slip durable rubber sole.","Perfect for a night out, carry this beautifully embellished potli bag as a clutch or a cross body. Fits all that you would need it to."
"stoffa_10627927277727","Embellished Potli Bag Black","Bags",5400,108,81,"36 (US 5.5);37 (US 6.5);38 (US 7.5);39 (US 8.5);40 (US 9.5);41 (US 10.5)","Handcrafted vegan leather upper, metallic cord braiding, signature dual-density memory foam footbed, anti-slip durable rubber sole.","Perfect for a night out, carry this beautifully embellished potli bag as a clutch or a cross body. Fits all that you would need it to."
"stoffa_10625484030111","Embellished Potli Bag Pewter","Bags",5400,108,81,"36 (US 5.5);37 (US 6.5);38 (US 7.5);39 (US 8.5);40 (US 9.5);41 (US 10.5)","Handcrafted vegan leather upper, metallic cord braiding, signature dual-density memory foam footbed, anti-slip durable rubber sole.","Perfect for a night out, carry this beautifully embellished potli bag as a clutch or a cross body. Fits all that you would need it to."
"stoffa_10575809970335","Gota Border Low K Wedge Gold","Shoes",4600,92,69,"36 (US 5.5);37 (US 6.5);38 (US 7.5);39 (US 8.5);40 (US 9.5);41 (US 10.5)","Handcrafted vegan leather upper, metallic cord braiding, signature dual-density memory foam footbed, anti-slip durable rubber sole.","Add a glamorous finishing touch to any of your bridal outfits with these beautifully handcrafted gota border wedges. This gorgeous style is available in both 3.5""and 2.25""and in gold and in silver. Size Chart"
"stoffa_10575690924191","Gota Border Low K Wedge Silver","Shoes",4600,92,69,"36 (US 5.5);37 (US 6.5);38 (US 7.5);39 (US 8.5);40 (US 9.5);41 (US 10.5)","Handcrafted vegan leather upper, metallic cord braiding, signature dual-density memory foam footbed, anti-slip durable rubber sole.","Add a glamorous finishing touch to any of your bridal outfits with these beautifully handcrafted gota border wedges. This gorgeous style is available in both 3.5""and 2.25""and in gold and in silver. Size Chart"
"stoffa_10575645606047","Strip Braid K Flats Light Gold","Flats & Loafers",4100,82,61,"36 (US 5.5);37 (US 6.5);38 (US 7.5);39 (US 8.5);40 (US 9.5);41 (US 10.5)","Handcrafted vegan leather upper, metallic cord braiding, signature dual-density memory foam footbed, anti-slip durable rubber sole.","These elegant and trendy K flats are padded and comfy enough to wear all day and everday! Choose between Deep Gold, Pewter and Light Gold and walk out in style! Size Chart"
"stoffa_10575641542815","Strip Braid K Flats Pewter","Flats & Loafers",4100,82,61,"36 (US 5.5);37 (US 6.5);38 (US 7.5);39 (US 8.5);40 (US 9.5);41 (US 10.5)","Handcrafted vegan leather upper, metallic cord braiding, signature dual-density memory foam footbed, anti-slip durable rubber sole.","These elegant and trendy K flats are padded and comfy enough to wear all day and everday! Choose between Deep Gold, Pewter and Light Gold and walk out in style! Size Chart"
"stoffa_10574497480863","Crystal Baguette Flats","Bags",4500,90,68,"36 (US 5.5);37 (US 6.5);38 (US 7.5);39 (US 8.5);40 (US 9.5);41 (US 10.5)","Handcrafted vegan leather upper, metallic cord braiding, signature dual-density memory foam footbed, anti-slip durable rubber sole.","Herald the festive season with these sparkling wedges! This style comes in a 3.5"", 2.25"" as well as in flats and is super versatile, so wear with either traditional or western ensembles!"
"stoffa_10575604940959","Strip Braid K Flats Gold","Flats & Loafers",4100,82,61,"36 (US 5.5);37 (US 6.5);38 (US 7.5);39 (US 8.5);40 (US 9.5);41 (US 10.5)","Handcrafted vegan leather upper, metallic cord braiding, signature dual-density memory foam footbed, anti-slip durable rubber sole.","These elegant and trendy K flats are padded and comfy enough to wear all day and everday! Choose between Deep Gold, Pewter and Light Gold and walk out in style! Size Chart"
"stoffa_10575398469791","Gota Border High K Wedge Silver","Shoes",4800,96,73,"36 (US 5.5);37 (US 6.5);38 (US 7.5);39 (US 8.5);40 (US 9.5);41 (US 10.5)","Handcrafted vegan leather upper, metallic cord braiding, signature dual-density memory foam footbed, anti-slip durable rubber sole.","Add a glamorous finishing touch to any of your bridal outfits with these beautifully handcrafted gota border wedges. This gorgeous style is available in both 3.5""and 2.25""and in gold and in silver."
"stoffa_10574498037919","Gota Border High K Wedge Gold","Shoes",4800,96,73,"36 (US 5.5);37 (US 6.5);38 (US 7.5);39 (US 8.5);40 (US 9.5);41 (US 10.5)","Handcrafted vegan leather upper, metallic cord braiding, signature dual-density memory foam footbed, anti-slip durable rubber sole.","Add a glamorous finishing touch to any of your bridal outfits with these beautifully handcrafted gota border wedges. This gorgeous style is available in both 3.5""and 2.25""and in gold and in silver."
"stoffa_10574497317023","Crystal  Baguette Low Wedge Light Gold","Bags",4700,94,71,"36 (US 5.5);37 (US 6.5);38 (US 7.5);39 (US 8.5);40 (US 9.5);41 (US 10.5)","Handcrafted vegan leather upper, metallic cord braiding, signature dual-density memory foam footbed, anti-slip durable rubber sole.","Herald the festive season with these sparkling wedges! This style comes in a 3.5"", 2.25"" as well as in flats and is super versatile, so wear with either traditional or western ensembles! Size Chart"
"stoffa_10574497153183","Crystal  Baguette High Wedge Light Gold","Bags",5100,102,76,"36 (US 5.5);37 (US 6.5);38 (US 7.5);39 (US 8.5);40 (US 9.5);41 (US 10.5)","Handcrafted vegan leather upper, metallic cord braiding, signature dual-density memory foam footbed, anti-slip durable rubber sole.","Herald the festive season with these sparkling wedges! This style comes in a 3.5"", 2.25"" as well as in flats and is super versatile, so wear with either traditional or western ensembles!"
"stoffa_10575248130207","Crystal Slip on Low Wedges Rose Gold","Flats & Loafers",4700,94,71,"36 (US 5.5);37 (US 6.5);38 (US 7.5);39 (US 8.5);40 (US 9.5);41 (US 10.5)","Handcrafted vegan leather upper, metallic cord braiding, signature dual-density memory foam footbed, anti-slip durable rubber sole.","These elegant slip on wedges in Light Gold &amp; Rose Gold shimmer with every step you take. Delicately embellished with crystals, these wedges come in 3.5"" and 2.25"" and are extra padded for comfort. Size Chart"
"stoffa_10574497087647","Crystal Slip on Low Wedges Light Gold","Flats & Loafers",4700,94,71,"36 (US 5.5);37 (US 6.5);38 (US 7.5);39 (US 8.5);40 (US 9.5);41 (US 10.5)","Handcrafted vegan leather upper, metallic cord braiding, signature dual-density memory foam footbed, anti-slip durable rubber sole.","These elegant slip on wedges in Light Gold &amp; Rose Gold shimmer with every step you take. Delicately embellished with crystals, these wedges come in 3.5"" and 2.25"" and are extra padded for comfort. Size Chart"
"stoffa_10574496923807","Crystal Slip on High Wedges Light Gold","Flats & Loafers",5100,102,76,"36 (US 5.5);37 (US 6.5);38 (US 7.5);39 (US 8.5);40 (US 9.5);41 (US 10.5)","Handcrafted vegan leather upper, metallic cord braiding, signature dual-density memory foam footbed, anti-slip durable rubber sole.","These elegant slip on wedges in Light Gold &amp; Rose Gold shimmer with every step you take. Delicately embellished with crystals, these wedges come in 3.5"" and 2.25"" and are extra padded for comfort."
"stoffa_10575230927007","Crystal Slip on High Wedges Rose Gold","Flats & Loafers",5100,102,76,"36 (US 5.5);37 (US 6.5);38 (US 7.5);39 (US 8.5);40 (US 9.5);41 (US 10.5)","Handcrafted vegan leather upper, metallic cord braiding, signature dual-density memory foam footbed, anti-slip durable rubber sole.","These elegant slip on wedges in Light Gold &amp; Rose Gold shimmer with every step you take. Delicately embellished with crystals, these wedges come in 3.5"" and 2.25"" and are extra padded for comfort."
"stoffa_10574497874079","Silver Gold Metallic Structured Wedges","Shoes",5200,104,79,"36 (US 5.5);37 (US 6.5);38 (US 7.5);39 (US 8.5);40 (US 9.5);41 (US 10.5)","Handcrafted vegan leather upper, metallic cord braiding, signature dual-density memory foam footbed, anti-slip durable rubber sole.","Once you slip your feet into these uber trendy wedges, we gaurantee you'll wear them for every festive occasion! 4 inches high but lightweight due to the heel structure."
"stoffa_9258915692703","Cross Strap High K Wedge Gold","Shoes",4300,86,65,"36 (US 5.5);37 (US 6.5);38 (US 7.5);39 (US 8.5);40 (US 9.5);41 (US 10.5)","Handcrafted vegan leather upper, metallic cord braiding, signature dual-density memory foam footbed, anti-slip durable rubber sole.","These silver or gold cross strap 3.5"" wedges are a worthy purchase, thanks to how classic they are! Extra padded for comfort, wear yours with everything from dresses to jeans! Size Chart"
"stoffa_9258875879583","Cross Strap High K Wedge Silver","Shoes",4300,86,65,"36 (US 5.5);37 (US 6.5);38 (US 7.5);39 (US 8.5);40 (US 9.5);41 (US 10.5)","Handcrafted vegan leather upper, metallic cord braiding, signature dual-density memory foam footbed, anti-slip durable rubber sole.","These silver or gold cross strap 3.5"" wedges are a worthy purchase, thanks to how classic they are! Extra padded for comfort, wear yours with everything from dresses to jeans!"
"stoffa_9038468350111","Tassle Low K Wedges Taupe","Shoes",4300,86,65,"36 (US 5.5);37 (US 6.5);38 (US 7.5);39 (US 8.5);40 (US 9.5);41 (US 10.5)","Handcrafted vegan leather upper, metallic cord braiding, signature dual-density memory foam footbed, anti-slip durable rubber sole.","What's not to love about these braided multi tassel K low wedges? Intricate craftsmanship and a soft padded base make these wedges comfortable all day and night long! You're spoilt for choice with 3 options in Silver, Champagne and Taupe!"
"stoffa_9038468284575","Tassle  Low K Wedges Champagne","Shoes",4300,86,65,"36 (US 5.5);37 (US 6.5);38 (US 7.5);39 (US 8.5);40 (US 9.5);41 (US 10.5)","Handcrafted vegan leather upper, metallic cord braiding, signature dual-density memory foam footbed, anti-slip durable rubber sole.","What's not to love about these braided multi tassel K low wedges? Intricate craftsmanship and a soft padded base make these wedges comfortable all day and night long! You're spoilt for choice with 3 options in Silver, Champagne and Taupe!"
"stoffa_9038468317343","Tassle Low K Wedges Silver Gold","Shoes",4300,86,65,"36 (US 5.5);37 (US 6.5);38 (US 7.5);39 (US 8.5);40 (US 9.5);41 (US 10.5)","Handcrafted vegan leather upper, metallic cord braiding, signature dual-density memory foam footbed, anti-slip durable rubber sole.","What's not to love about these braided multi tassel K low wedges? Intricate craftsmanship and a soft padded base make these wedges comfortable all day and night long! You're spoilt for choice with 3 options in Silver, Champagne and Taupe!"
"stoffa_9038468513951","Classic Low K Wedge Biscuit","Shoes",4100,82,61,"36 (US 5.5);37 (US 6.5);38 (US 7.5);39 (US 8.5);40 (US 9.5);41 (US 10.5)","Handcrafted vegan leather upper, metallic cord braiding, signature dual-density memory foam footbed, anti-slip durable rubber sole.","Our signature hand crafted 2 and a quarter inch kolhapuri inspired low wedge. A neutral shade expressed in a traditional format creates a classic and versatile pair suitable for any occasion. Comfortable and light weight, this pair comes with a rubber non skid sole."
"stoffa_7602573869215","Skin Crossfront High Wedge Gold","Shoes",4200,84,64,"36 (US 5.5);37 (US 6.5);38 (US 7.5);39 (US 8.5);40 (US 9.5);41 (US 10.5)","Handcrafted vegan leather upper, metallic cord braiding, signature dual-density memory foam footbed, anti-slip durable rubber sole.","Wear these super comfortable faux skin high wedges with any attire. Characterised by a jute dori, this pair is available in 2 shades of Gold. Size Chart  "
"stoffa_7534774780063","Classic High K Wedge Black","Shoes",4300,86,65,"36 (US 5.5);37 (US 6.5);38 (US 7.5);39 (US 8.5);40 (US 9.5);41 (US 10.5)","Handcrafted vegan leather upper, metallic cord braiding, signature dual-density memory foam footbed, anti-slip durable rubber sole.","Our signature hand crafted 3.5 inch high kolhapuri inspired wedge. A neutral shade expressed in a traditional format creates a classic and versatile pair suitable for any occasion. Comfortable and light weight, this pair comes with a rubber non skid sole. This style is also available in 2 1/4 inches, and as flats. Size Chart"
"stoffa_7536643145887","Classic K Flats Taupe","Flats & Loafers",3900,78,59,"36 (US 5.5);37 (US 6.5);38 (US 7.5);39 (US 8.5);40 (US 9.5);41 (US 10.5)","Handcrafted vegan leather upper, metallic cord braiding, signature dual-density memory foam footbed, anti-slip durable rubber sole.","Our signature Kolhapuri inspired flats in a range of subtle and elegant matte shades is perfect for any attire. Comfortable and light weight, this pair comes with a non-skid sole. This style is   also available in 3.5 inch, 2.1/4 inch and 2 inch block heel. Size Chart"
"stoffa_7536611164319","Classic K Flats Camel","Flats & Loafers",3900,78,59,"36 (US 5.5);37 (US 6.5);38 (US 7.5);39 (US 8.5);40 (US 9.5);41 (US 10.5)","Handcrafted vegan leather upper, metallic cord braiding, signature dual-density memory foam footbed, anti-slip durable rubber sole.","Our signature hand crafted K flats in 1 inch kolhapuri inspired flats. A neutral shade expressed in a traditional format creates a classic and versatile pair suitable for any occasion. Comfortable and light weight, this pair comes with a non skid sole. This style is also available in 3.5   inches, 2.25 inches and a 2 inch block heel. Size Chart"
"stoffa_7536609689759","Classic K Flats Black","Flats & Loafers",3900,78,59,"36 (US 5.5);37 (US 6.5);38 (US 7.5);39 (US 8.5);40 (US 9.5);41 (US 10.5)","Handcrafted vegan leather upper, metallic cord braiding, signature dual-density memory foam footbed, anti-slip durable rubber sole.","Our signature hand crafted K flats in 1 inch kolhapuri inspired flats. A neutral shade expressed in a traditional format creates a classic and versatile pair suitable for any occasion. Comfortable and light weight, this pair comes with a non skid sole. This style is also available in 3.5   inches, 2.25 inches and a 2 inch block heel. Size Chart"
"stoffa_7536608739487","Classic K Flats Antique Gold","Flats & Loafers",3900,78,59,"36 (US 5.5);37 (US 6.5);38 (US 7.5);39 (US 8.5);40 (US 9.5);41 (US 10.5)","Handcrafted vegan leather upper, metallic cord braiding, signature dual-density memory foam footbed, anti-slip durable rubber sole.","Our signature hand crafted K flats in 1 inch kolhapuri inspired flats. Metallic shades intermingle to create a classic and versatile pair suitable for any occasion. Comfortable and light weight, this pair comes with a non skid sole. This style is also available in 3.5   inches, 2.25 inches and a 2 inch block heel. Size Chart"
"stoffa_7536607527071","Classic K Flats Silver","Flats & Loafers",3900,78,59,"36 (US 5.5);37 (US 6.5);38 (US 7.5);39 (US 8.5);40 (US 9.5);41 (US 10.5)","Handcrafted vegan leather upper, metallic cord braiding, signature dual-density memory foam footbed, anti-slip durable rubber sole.","Our signature hand crafted K flats in 1 inch kolhapuri inspired flats. Metallic shades intermingle to create a classic and versatile pair suitable for any occasion. Comfortable and light weight, this pair comes with a non skid sole. This style is also available in 4.5 inches, 3.5     inches, 2.25 inches and a 2 inch block heel."
"stoffa_7535440527519","Tassel K Flats Taupe","Flats & Loafers",4000,80,60,"36 (US 5.5);37 (US 6.5);38 (US 7.5);39 (US 8.5);40 (US 9.5);41 (US 10.5)","Handcrafted vegan leather upper, metallic cord braiding, signature dual-density memory foam footbed, anti-slip durable rubber sole.","What's not to love about these braided multi tassel K flats? Intricate craftsmanship and a soft padded base make these flats comfortable all day and night long! You're spoilt for choice with 3 options in Champagne, Silver and Taupe! Fits small in size, take a size bigger than normal. Size Chart"
"stoffa_7535440429215","Tassel K Flats Champagne","Flats & Loafers",4000,80,60,"36 (US 5.5);37 (US 6.5);38 (US 7.5);39 (US 8.5);40 (US 9.5);41 (US 10.5)","Handcrafted vegan leather upper, metallic cord braiding, signature dual-density memory foam footbed, anti-slip durable rubber sole.","What's not to love about these braided multi tassel K flats? Intricate craftsmanship and a soft padded base make these flats comfortable all day and night long! You're spoilt for choice with 3 options in Champagne, Silver and Taupe! Fits small in size, take a size bigger than normal. Size Chart"
"stoffa_7535435612319","Classic K Flats Dark Grey","Flats & Loafers",3900,78,59,"36 (US 5.5);37 (US 6.5);38 (US 7.5);39 (US 8.5);40 (US 9.5);41 (US 10.5)","Handcrafted vegan leather upper, metallic cord braiding, signature dual-density memory foam footbed, anti-slip durable rubber sole.","Our signature Kolhapuri inspired flats in a range of subtle and elegant matte shades is perfect for any attire. Comfortable and light weight, this pair comes with a non-skid sole. This style is   also available in 3.5 inch, 2.1/4 inch and 2 inch block heel. Size Chart"
"stoffa_7535435350175","Classic K Flats Ink","Flats & Loafers",3900,78,59,"36 (US 5.5);37 (US 6.5);38 (US 7.5);39 (US 8.5);40 (US 9.5);41 (US 10.5)","Handcrafted vegan leather upper, metallic cord braiding, signature dual-density memory foam footbed, anti-slip durable rubber sole.","Our signature Kolhapuri inspired flats in a range of subtle and elegant matte shades is perfect for any attire. Comfortable and light weight, this pair comes with a non-skid sole. This style is   also available in 3.5 inch, 2.1/4 inch and 2 inch block heel. Size Chart"
"stoffa_7535434727583","Classic K Flats Chocolate","Flats & Loafers",3900,78,59,"36 (US 5.5);37 (US 6.5);38 (US 7.5);39 (US 8.5);40 (US 9.5);41 (US 10.5)","Handcrafted vegan leather upper, metallic cord braiding, signature dual-density memory foam footbed, anti-slip durable rubber sole.","Our signature Kolhapuri inspired flats in a range of subtle and elegant matte shades is perfect for any attire. Comfortable and light weight, this pair comes with a non-skid sole. This style is   also available in 3.5 inch, 2.1/4 inch and 2 inch block heel. Size Chart"
"stoffa_7535363784863","Crystal Low Wedge Champagne","Shoes",4700,94,71,"36 (US 5.5);37 (US 6.5);38 (US 7.5);39 (US 8.5);40 (US 9.5);41 (US 10.5)","Handcrafted vegan leather upper, metallic cord braiding, signature dual-density memory foam footbed, anti-slip durable rubber sole.","Pair our stylish crystal braided 2.25"" wedges with any formal and festive attire! The crystal embellishment blends beautifully with classic champagne or with matte silver to give you 2 elegant options. Also available in a 3.5” wedge. Size Chart"
